Interviewer,Interviewee,Participant ID
When do you give the classes? Is it in the fall?,"Well, I give this talk as part of our year-long training program, and I give it usually early on in the summer, summer and fall.",G6
"I tried to get into my co’s fellowship, which I’m guessing your—the program is like what you’re—the stuff you’re teaching, but he was like, “Oh yeah, you’re overqualified. You can’t.” I’d love to sit in if there’s an opportunity, but we can talk about that later.","Alright, well, I will send you—I will send you those slides, and then I’m happy to sit down and either go through it with you, or if you wanna take a crack at putting the case together [crosstalk 35:15]",G6
I’ll put the proposal together so we have something to discuss.,Keep in mind executives want stuff that’s short or very short so you can have the 10 pages that went behind it. Don’t present that. Present one PowerPoint slide ’cause executives tend to have very short attention spans.,G6
"You’ll probably hear from me late March. I have a grant deadline, but I’ll definitely be back in touch soon. Thanks, bye.",Have a great day.,G6
"You too, thank you so much.",You’re welcome. [End of Audio],G6
…interview that then somehow doesn't get recorded.,"You can hear me well enough, right?",G7
"I can hear you perfectly, yeah. Perfect. Sometimes if the connection gets bad, we'll just turn off our video, but so far, so good. Okay, we're interviewing stakeholders to understand the determinants of _____ ultrasound implementation. You've been asked to be interviewed because of your role in POCUS implementation. Interviews will be deidentified, recorded, transcribed, and analyzed. Do you consent to being interviewed?",Yes.,G7
What is your professional title and job description?,"I am Associate Professor of Clinical Practice in the Division of Maternal-Fetal Medicine in the Department of Obstetrics and Gynecology, and I am currently the president of the medical staff.",G7
Oh great. Congratulations. I guess congratulations.,It's feeling a little [unintelligible 00:59].,G7
"Yeah. Okay, no, just kidding. What is your prior and current experience with POCUS?","As a trained obstetrician and gynecologist and a maternal-fetal medicine specialist, part of my daily focus is in ultrasound imaging. Not only do I perform it in a diagnostic radiology unit for scheduled patient visits, we actually use it for our clinical visits and our obstetric triage process on labor and delivery, so performed within outpatient clinical setting as well as inpatient evaluation and management.",G7
Got it. Can you tell me how long that's been part of the training requirements for OB?,"Oh goodness. I'm probably not the best person. My entire training involved ultrasound imaging, so 20 years.",G7
"Twenty-plus years, potentially.","Easily, yeah.",G7
Talk about early adopters. You guys were the earliest.,"We couldn't have existed, I think, without some level of ultrasound training and skill set for medical students, residents, fellows, and physicians.",G7
"Tell me about your recent role as chairing the point of care ultrasound task force for the hospital. I think my first question around that is, when they asked you to do this, what was your understanding of what the purpose of sort of this bit – it was kind of a big undertaking. What was the purpose of it? What was driving that?","From a system standpoint, for credentialing of privileges, the hospital has several different floors that go out to the different departments, and beyond sort of their basic components are procedural components that providers can elect that they are skilled in and are requesting privileges for. What has been found is that each department's form for ultrasound privileges doesn't always look the same for the process, and there had been not a well-established guideline for how many scans is deemed competent in the emergency room versus what is being done in the ICU versus what is being done in outpatient sports medicine. For the variety of different modalities and areas that providers were using ultrasound to guide their clinical medical decision-making, there had not been a formality to that process. It was more I have this skill, or I believe I have this skill, and I am competent to do this as a part of my assessment, and it's going to add to my clinical abilities.To more formalize that process, we needed to bring together really a variety of specialties and subspecialities who utilize ultrasound on a regular basis in not only the inpatient setting, but the outpatient setting, to come to some understanding that to agree that there is competency when we perform this skill and we are utilizing the resource appropriately. Then beyond that, when we utilize that resource, that (1) we take care that that information ends up in patients' medical records in the appropriate manner in ways that are (1) medically safe for the patient, but also notes that the provider utilizes skill as part of their diagnostic ability, and we have images that can be reviewed as the resource part of that. I think that's sort of the general overview.",G7
"Great. I'm gonna stop my video just 'cause you were – let's go ahead and stop our videos 'cause the connection was a little bit choppy there. I wanna get everything you're saying. Okay, great. You know what's interesting, and you may not have the conversation even prior to that, but some systems are actually not credentialing their providers. It's kind of like this is a big debate within POCUS. Is it just sort of something that you say is part of their clinical skill set? They may not be archiving. Do you know what the conversations around that were for our particular health system?","I can't speak on any of the leadership above me, have they had any separate or private conversations. When I was tasked to chair this POCUS committee, it was because there was a clear understanding that ultrasound was a separate and distinct tool set or procedural skill set that people were—or providers were utilizing, but some with the best of intentions and others perhaps maybe in a way that didn't speak to their clinical skill set. There was a strong desire to make a more uniform process of that and to respect ultrasound diagnostic skills as a higher level of training beyond what they may have experienced or had skills for in their residency and medical training because in some residency training programs, ultrasound is an integrated part of that, and they will come out with a competent skill set.However, when we look back at providers who maybe entered training programs before ultrasound was really part of that skill set or providers are being innovative or on the cutting edge and are learning new skill sets to sort of broaden their scope of practice, what deemed those experiences as being competent to provide that as a diagnostic resource, and I don't think there's a good handle on that. Even by having this credential process, I'm not sure we have a clear understanding of every [break in audio 08:02] skill set, but I think this was a first initial step is to say we believe that this is a diagnostic ability that [break in audio 08:11] to have [break in audio 08:13] for, you have to have a certain high expectation of quality and skill set to do it.I think there are several future steps that have to be undertaken, which is why out committee not only took on the level of we believe that this is the requirement of number of exams that you must provide. Some have to have some level of pathology in them, but we also believe that beyond that, there has to be a quality program in place so that we can continue our ongoing medical education and provider training, even if it becomes archival in quality as those meeting guidelines, so that we are safely utilizing the tool in the future.",G7
"It sounds to me like it's really—it was a quality assurance sort of endeavor, that there's this modality we wanna make sure that it's being used appropriately, that people are competent and then that there are safeguards in place, essentially.",Correct.,G7
Tell me a little bit about your experience chairing the committee. What are some of your observations with regard to POCUS implementation?,"I think the first thing that struck me is I had a basic understanding of how people or providers were utilizing it in the emergency room. That was very easy to understand for their sort of quick-focused assessments of abdominal trauma, recognizing was a pregnancy viable or not, and utilizing some basic functions. But then I really was quite impressed with really the scope of ultrasound utility: sports medicine, rheumatologists, nephrologists, the critical care assessment at the bedside in the ICU, things that I don't do by my personal training but really did not have a broad understanding of how frequent and how often ultrasound was adding to the clinical assessment. I think that was probably one of the more important things for me.I think it was also, because there were so many specialties involved in the creation of this sorta guiding set of documents was making sure that everybody's voice was heard and that we came to really a compromise of we want the best quality. We don't wanna aim for the lowest number of imaging skills to say that you have enough to be credentialed for this. I think everybody had these high standards that they believed in, some more than others, but then we looked at documents that were established outside of subspecialties so that we were just using that and gave people a broader range of skills that could reach beyond just what family medicine is doing or just what the emergency room is doing, what the cardiologists are doing with echo, because there is quite a bit of bleed across the fields in some ways where people need to be trained to have certain types of skill sets. Even if they're utilizing it to say yes, no, yes you need further evaluation, no you don't need an evaluation, this is where it stops.",G7
How many subspecialities were involved in the creation of those guidelines? Can you name them?,"We had folks from cardiology. We had folks who were providing critical care anesthesia. We had family medicine, including sports medicine. We had the emergency room. We had the chair of credentials, Dr. Meacham, involved. We had myself, who was providing input from the obstetrical side. It was important because we didn't have providers who were solely hospital based. Medicine was involved, obviously. We didn't have providers who were just hospital based inpatient units, but we also had providers who were really outpatient and in that setting because they are distinct and different utility for that. Nephrology was involved. Trying to think, am I missing any of the subspecialties? We tried to make sure that we had a broad scope and that people had representation so that when the final document came about, the voices were heard.",G7
"To my knowledge, I don't think some of these outpatient folks are using it a ton yet, but is the anticipation that they would be doing it more, or I guess how did you chose those particular stakeholders? 'Cause it seems like, honestly, literally everyone is gonna be moving toward this technology because it's just better than the bedside tools that we've had traditionally. How did you guys choose those initial stakeholders, and it sounds like there were a lot.","It was really focused on where there was already some level of use organizationally as well as what is being done across United States, for example, sports medicine and rheumatology was invited, but actually I don't think they participated on a very frequent basis because we knew that they were evaluating joint spaces and utilizing the tool for that, for needle-guided procedures. Family medicine, much like obstetrics, cares for patients during pregnancy or evaluates women across the scope of their reproductive careers for gynecologic exams, so we needed to make sure we had certain modalities and certain utilities of use for ultrasound, whether it be transabdominal approach, transvaginal approach, needle-guided procedures. We needed to make sure we had people who could speak to those skill sets, and really their level of training and their comfort with those skill sets because it would have been unfair to consider this only as an inpatient document because that's not how the procedure is being performed uniquely.",G7
"What was the impetus for sort of reconvening this task force? This is sort of this issue of credentialing for POCUS has been an ongoing conversation I think dating back to before I got here in 2016. I think the initial document was—the ultrasound credentialing document was created, I don't know, early-2000-teens. What was the impetus for sort of revisiting this topic?","My understanding or sort of the push to have me reconvene this was that there had been multiple attempts to get some level of ownership within each of the different divisions and departments where (1) people felt that they were represented in the document, and (2) that we were moving forward with a document that detailed our level of experience and desire for quality. My understanding is that a consensus had never quite been reached, so the document had never had serious undertakings that had gone back to the credentialing committee and then the medical board, then finally, the medical staff for approval. It just never could reach the threshold where there was enough agreement that modifications were put in place. It sounded as though projects had been started and then unfortunately failed to meet the mark and then never moved forward.",G7
"Got it. Got it. It was basically just bringing it over the finishing line of sort of a policy that there was consensus on. I wasn't sure, like I know that that document that took your sweat and blood to kind of get in shape, has that been approved? 'Cause the last time I saw the credentialing document, it looked like it hadn't been updated, based on the changes that that task force—where is the document at this point in the policy?","It did take quite some time, I think. We as a group meeting met for over a year, and then it took two trials to get through credentialing.",G7
"Oh really? Okay, that's interesting.","It took two trials to get through the medical board before it could go to the medical staff, and so only this fall was it recently approved. Part of the reason for that is there was a separate desire that once this recommendation for privileges and credentialing of providers in point-of-care ultrasound, we wanted to make sure there was a quality structure, and that only went to the medical staff in January for approval to create a subcommittee, which is really a quality subcommittee that will then report up to CEPS, which is the clinical effectiveness committees that Dr. Wyler chairs.",G7
"Okay. Sorry, so it went to the medical board and then went to the—and then just recently went to the medical staff. Is that what you're saying?","Correct. The quality part. Once the board had approved the privileging, that document now can be moved forward and be utilized for privileging, but the additional document which created a bylaws change because all of our organizational structure is within the bylaws document, and so we had to request an amendment to the bylaws. That required a couple of times to get through to create this POCUS quality subcommittee that presents to CEPS.",G7
Got it. That was the addition that—,That group has not even been formalized yet.,G7
"Okay, so quite an undertaking. You're saying that the reason it didn't go through is that the medical board wanted this—they're like you need to add in the creation of this quality committee.",They wanted some additional line items to be a part of that quality program.,G7
Okay. They basically came back to you with specific additions or things that the stakeholders hadn't kinda come up with on their own.,"Yeah, just some of it was language change, which was quite simple, and then others was to increase some of the sort of the focus of that—the duties of that group.",G7
"Got it. Going forward, when you think about now you know all of these different applications of ultrasound and all the different subspecialties involved, and the fact that most specialties really don't—they're not coming out of their training with these skills, right. A lotta folks are either picking them up as faculty because it's just the technology's so new. What do you think this is gonna look like going forward? You've given a ton of work to it, but what do you think is really needed to ensure sort of the quality that we're striving for as an institution?","That's a good question. In an ideal world, frankly, what I see is someone comes into the role of really the POCUS champion or the POCUS chair who sorta has some level of governance over that quality committee and helps understand sort of proctorship abilities, understands electronic medical records, understands archival storage of images, understands how to set up quality review processes for ultrasound utilization, and then even more importantly is involved in some of the decision-making for really supply chain because, as you are very aware, these machines can be as much as a transducer hooked up to a cell phone.The technology is so rapidly evolving and changing, which makes it a little bit of a device incognito. People can put them in their pockets, they can utilize them at the bedside, they may not have stored images, but they are making clinical judgments based on that without really the ability for providers to share that information very well, and that makes it a little bit of a dangerous tool to me because evaluating quality means you can evaluate all of the information that went into making that patient care decision, and if images were obtained, they should be evaluated and they should be able to be critiqued for their quality and be able to utilize resources within the hospital system for really upping the management of the patient care. If there's a concern in a bedside image, what is the next best step?It's really training folks to understand that to utilize resources that are well trained as well, so radiology has a stakeholder involved. They were involved in some of this as well, and that's always gonna be sort of our fail-safe mechanism. These are people who have been medically trained, are boarded to provide that excellent level of skill set so that we utilize all the tools appropriate. For me, it would be setting in an organizational structure with someone who is dedicated to that process organizationally and then has a handle on really how it's being utilized within the hospital system with folks that are champions in each of those fields who will report back the utility and the quality metrics that they are using, not that they have to be defined by one set of standards, because they may be different for each of the different areas. That way, we say that we understand that this is a diagnostic tool, but a tool that can provide a great deal of information if we're sharing the resource.",G7
"I wanna be respectful of your time, but just a couple of additional sort of more pointed questions. Do you think, from the system perspective, that the—and who asked you to chair this committee? Was it one of the C-suite? Who had charged you with this?","… knowledge of the prior road of POCUS and knew that it had never quite passed the finish line. They also knew that I was from the Department of OB-GYN, using POCUS on a very frequent basis, so they thought perhaps having somebody who had sorta used the tool intimately may have a better opportunity of gathering consensus, is my feeling.",G7
"Got it. They saw this need and they thought you were the appropriate person given, obviously, how important this is to OB. That totally makes sense. I guess, do you think that they were worried about malpractice? Do you think that's one of the reasons that they've really tried to kinda focus on this?","No, I don't. I think it was more to drive just some very basic organizational kind of things. If you provide imaging, you provide a report and an image. I think they wanted to make sure that ultrasound wasn't being used haphazardly for clinical diagnostic purposes, and that we as a community of faculty had the highest level of quality. I don't think malpractice was ever—those words never came up in any of the conversations I had. It was more what drives quality. How do we assure that people are utilizing the tool correctly and not tinkering with a diagnostic procedural skill without clear understanding? I think there are many steps that are ongoing because what we've done is we've done something on a faculty side, but this has to cross and meet the hospital side as well, so there has to be some collaboration and communication with our nursing resources as well because this comes down to the very basic things that we do.What is the life of the machine? What does each individual machine on each different unit, what are its utilities and how does it function, because not all machines are created equally? Does it have the ability to store and download images into a PAC system? Who maintains each of the transducers, the quality, the level of maintenance and biomedical support for the machine? Who is doing all of that? Who owns that machine on the floor? Is it the nurses' responsibility to make sure those transducers, particularly the invasive transducers, like a transvaginal transducer, are they getting into the Trophon appropriately? What are all of those processes because that has huge bearing on patient safety because it's an infection control item, because it's being used patient to patient to patient. What are the infection control issues?I think that's what this POCUS committee needs to drive forward. I personally am going to step back from that. I think it should be owned by somebody who can dedicate really a great deal of time because there are so many areas of interest here, but there are some basic organizational things that need to be met and dealt with.",G7
Is the hospital sort of perspective like that's wonderful to hear that it's really driven by just the desire for high-quality care and making sure this tool is being used optimally within the health system because I'm sure they have other priorities and they could kind of not necessarily put attention to this. Do you think that they want to move toward investing in infrastructure and training in order to—and quality assurance and so forth? What do they want to invest in order to help ensure quality? 'Cause it seems like they have been investing.,"I don't have an assessment of that. Everybody wants something to be done, but they also want it to be done inexpensively and to save resources, but time is a resource. To me, you put somebody who has the knowledge and the skill set, time has to be dedicated toward that, and time costs. I can't answer those questions, honestly. I've not been involved in those higher-level discussions. To me, I feel like we have to get the basic components down, and then the chair of that POCUS group can really move those processes forward and state this is what we need, this is how much time it's gonna take, this is the potential cost to underwrite this type of a quality measure. Those are skills that are beyond my skill set, frankly.",G7
"Any other thoughts about—how long is this gonna evolve, do you think?",I thought it was only gonna take us six months of meetings.[Laughter],G7
"Yeah. I wanna be respectful of your time, so I'm gonna go ahead and stop recording. [End of Audio]",[No Reply],G7
"Okay. Great. We are interviewing stakeholders to understand the determinants of implementation of lung ultrasound. You have been asked to be interviewed because of your role in lung ultrasound implementation. Interviews will be de-identified, recorded and transcribed, analyzed. Do you consent to being interviewed?",Yes.,G1
Great. What is your professional title and job description?,Yep. I'm a hospitalist and division head of hospital medicine.,G1
Okay. What is your role in lung ultrasound implementation and point of care ultrasound implementation?,"Yeah. Well, it's always funny to answer these questions[Laughter] it's to support our directors of ultrasound in their implementation. Then I personally find value in it both as a clinician and then as a leader. I think I have like over, gosh, 15 years, sadly experiences in attending and I've seen that increasing importance of it, I guess. I think my role is to hopefully help support those efforts, support our people and ultimately, I think our patients is to witness in the end so—",G1
What external factors impact your decision to invest in POCUS as a leader?,External factors like beyond the university or?,G1
"Yeah, beyond university, like what's happening nationally that influences your decision to invest in this endeavor?","Yeah, it's a well-known national trend. I think folks that we have here obviously on the front end of that. I think there's definitely a national push, there's more ultra-sound talk now than ever. I remember when I first started as an attending it really wasn't a thing, not at least at Denver Health where I first worked. People would do it a little bit and then I think increasingly there were certain leaders who wanted to start to advocate for us such that you can feel that there's a movement of sorts to implement ultrasound I think in the hospital's world, there's certainly more papers. I think we have an advantage because of the research we do. You know what I think? My dream is to just really be a part of the best hospital/hospitalist group in the country. I think outstanding care, I think it pairs with ultrasound. I personally as a very conservative provider. I like to know what my patient has, the second that they have it, I don't like waiting. I think that exquisite care that we want to be able to provide, I think helps with that. Then I think also, when you think about clinical decision-making and any little bit of tools that you can add into that to help augment that, I think it just goes to the words that total reputation of all of our mission areas really.",G1
"Do you see point of care ultrasound is becoming standard of care and in the future, is that different people have asked different expectations with regard to that? Is that something in terms of you, you have some experience with it as a clinician you've heard the conversations about it. What is your expectation of the role of point of care ultrasound in hospital medicine and clinical medicine in the future?","Yeah. I just assume it eventually becomes like the stethoscope and maybe it is the stethoscope. [Laughter] I'm sorry, it's dual functioning. I think the main thing is that ultrasound is now gotten a lot cheaper and accessible to people and so I think that's a big part of it. Whereas before it felt like you had to have like these big machines that cost a ton of money that not everybody could have. I think the second you start to make it affordable for people available where ideally everybody has their own, people at least can get it that day without hassle. 'Cause I think anytime you have a component of hassle, it's not going to necessarily be implemented as easily. I think just the accessibility of it all and then it just keeps getting cheaper and then the image quality keeps getting better. I think those are the things that help make it where it would be. You could just go on Amazon and buy your own ultrasound for hopefully $500 or less.",G1
"Yeah. As a division head in an academic center, you have a lot of partners you have to think about and you have to think about their priorities. When you think about the priorities of the education and clinical education, how do you think that, that partnership—how has your decision to invest or not invest, how is that affected by that partnership?","Yeah. I would say that at least here people are very supportive of the ultrasound. Jeff Connors, Emily, Julia, I think they're very supportive. I think it's, again, that feeling of it's a movement as in, it's not been fully rolled out, but they are very supportive of different faculty members, not only just here, but there was an effort that I think got squished a little bit with COVID, but there was going to be an effort which I think shows that there's like that investment potential. I think from my own personal perspective the thing I've personally grappled with over time is we'll have folks from the outpatient sector come in and do attending. I think people often, at least in my career have thought that that is equivalent, like hospitalists and somebody who comes into the hospital a couple of weeks out of the year that equivalent. I think both groups bring a very unique skillset, but I think where hospitalists can perhaps differentiate ourselves 'cause to me, I look at a hospital medicine as a specialty and then to be told that, ""Well, people can come in two weeks out of the year and you're equally as good and you don't actually add any more value than the other person."" I think each group brings something different, but increasingly, so what we bring is I think ultrasound because more and more people are implementing it in their regular practice. I think the clinical decision-making part is the other key piece that I look back at my own residency. Those things were just not taught and if you're not in the hospital day in and day out, you will not have that skillset. For me, I think it's a great differentiator of our specialty when you think about what are the unique skillsets. If that's the unique differentiator, then that is a skillset, which is valuable to learners.",G1
Yeah. That's great. Then in terms of our other big partner for our division is their hospital. What are their priorities and how does it align with POCUS from your perspective?,"Yeah, I think that's a good question. I think POCUS is not—I think it's on their radar. I think it is not obviously a lot of things have just been—it's been a purely chaotic here. I think everybody has been on survival mode. There's definitely been a lot of attention briefly for sure this summer on financial. It squashed those conversations; I would say a little bit. I think if you were to say, do you think ultrasound is important for patient care? Does it help? They would wholeheartedly say, yes. Can we get ultrasound machines? They've supported that clearly. I think if we asked for more and needed more. I think we could get that. I think what needs to be more shared with them is a big vision of how it could impact really the whole health system. I think because that's how they think increasingly. Is like we're a big health system, we're not just one hospital, and so I think we were starting these conversations like a year ago, or whenever it was. Then it just clearly it was not gonna get the traction because there were just so many other emergency needs, but I think circling back to that proposal that we were building like, here's what this future could be. I don't think they're gonna say no per se, I think that case needs to be built though for what it adds, not only to that health system, but how do you bring that to patients? What's the value from a patient perspective or a patient flow perspective? I would say in general, the hospital is generally supportive of things, if you can build a good story to it.",G1
"Yeah. When I was talking to some other people who talk a lot with administrators or the administrative themselves, they talk about the priorities and the perspective of the people making decisions about programmatic things like this is obviously patient care. Evidence of improving patient care, evidence of increased efficiency, and financial impact on the hospital, and patient satisfaction and then national reputation. Those are some of the priorities I'm hearing about some of these people who are gonna be making programmatic decisions. Do you agree with that in terms of their main priorities or things that they think about when they're making such decisions?","Yeah. I think 'cause a financial discussion always takes a big place in all of this. When I've looked at the outright cost beyond people's time, I'm not sure the infrastructure part, that to me, when you're looking at the budget, that at least our health system has doesn't feel that big, but I think the time that support obviously is probably the trickier part to work in for people. Yeah, I think all of those factors play in, and I think depending on which type of leader or administrator those are weighted more heavy than others, but I think they'll all have to be considered. I think if you were to say, what are the top three, just like at a high global level, ensuring that it does improve patient care, which I think we believe it does, that it expedites care, which I think is also patient friendly. Then for a system that runs more than capacity a huge priority, you see a lot of effort around that and so I would say that's up there. Then the financial part, just because I think if you actually improve patient care and you improve patient flow, the financial gains on those two actually, are so much bigger than the other stuff that we're talking about that I think the financial considerations important, but looking at it in a perhaps different way than we normally say, ""Oh, as a hospitalists you cost X amount of money and you bring in X amount every time you do an ultrasound."" I think that's like icing on the cake, but if you can reduce a hospital'sstay by a day or prevent readmissions or move a patient's hospital cost more quickly and hopefully in a safer way, to me, that's where the bigger financial gain is. I think framing it in that context, which financial people don't like to do, but to me, the numbers are much bigger in that context actually than just, this is how much you could bring in via ultrasound.",G1
"Maybe this is an opportunity for you to explain to me why their perspective on cost is so narrow as opposed to a little bit longer term, since it seems like that they would want the most accurate assessment of costs longer term since they're trying to make a sustainable enterprise. Do you have a sense of that? That's something I struggle with understanding where that's coming from?","Yeah. I'll just say it's not unique to a specific institution. It's been my whole career when I've had to do budgeting stuff. I think it's the easy math, right? It's the direct math where, you know for sure a hospitalist costs X amount and you know for sure that this is what they bring in. It's just very direct, easy math. I think then when you're saying, well, you improve length of stay, and maybe your paid based on a DRG or something and so if you can make it shorter, or more efficient, then you get more money for what you've done. Whereas if it's a lot longer, perhaps you're not bringing in as much as you could. I think it's just a harder, more indirect math that like, you need almost an economist to help with. I've talked to Angela about this. I was like, I just wanna do a programmatic evaluation and with a deep dive from this perspective that it's not just how much we cost and how much we bring in. The whole hospitalist model has been built on better care, more efficiency, but it's really hard math and then I think just as institutions have more pressures for sure financially, it's just hard to take the time to see that. As a provider, you feel it, right? 'Cause you're just like the burnout, the stress of your job. I think that has a cost to it as well. Yeah, this is like my whole life's [laughter] work project.",G1
"Do you think spelling it out? 'Cause one of the things I'd been thinking is that if we knew a little bit more about that stuff and we're able to build more convincing arguments around that, if that was part of our skillset, then maybe that would be the way to show them why we think that that's a better approach to thinking about things. Do you think that that's something worth investing in?","[Crosstalk 14:35] Well, it's gonna be—this is like the research that we do more at a program level not specific to ultrasound and my bigger interest is around workforce and ensuring safe patient loads and things like that. We built a financial model actually looking at when the census rides high, what does it do to length of stay? We actually showed just similar to a paper that was published around 2011, 2012, that the length of stay goes up as your starting census goes up. Then when you look at the costs then per patient, you can imagine that if you could actually get those patients discharged, then you could actually bring in then new patients, you wouldn't have to turn away patients. We actually showed like a cost savings, or even the potential to bring in a lot more money. It was not given much attention and I was just told nobody likes that math. [Laughter]",G1
It wasn't given much attention by like the academics or wasn't given much attention by the people making the decisions?,"That's about everybody I talk to. You know what? We need a movement on this and we actually have a really fun paper coming out at the end of this month that gets at this a little bit, but we're gonna just start paper, project after project, and we're gonna get at it one by one to build the case that this is not the right thing. It's not the right thing actually for the institution either. I think you can actually have it—everybody can win, providers cannot be crispy, patients can get better care, and your patient flow problems, you know what? We're hitting our heads against a wall because they're like discharged sooner, discharged faster, yet they wanna incentivize or tell us to see more patients. I'm like, those too are [laughter 16:24]",G1
"They're mutually exclusive. Yeah. There's only so many. Yeah. Exactly. Okay. That sounds like a related, but a big problem that is an entity in itself.",It's international.,G1
"Okay, but good to know where to put your efforts in terms of what's a short-term strategies and longer-term strategies. What do you see as the potential pitfalls to POCUS implementation from your perspective?","Pitfalls, I don't know that there's anything negative per se. I think it's just finding the bandwidth and the way to incorporate it into people's daily work. How does it become so ingrained in your culture, I guess, and then thinking about what people don't have right now is just added bandwidth, I think. How do you start to build those things? I think you could say it's like ultrasound, it could be research, it could be whatever it is that you're trying to integrate into a culture. I think it just has to be very present in everything that we do, and that it's a clear important part. I don't know that there's a negative thing. I think it's just, how do you in the middle of a lot of chaos add another thing to people's plates and hopefully the chaos is gonna die down, but you can feel when I talk to people that they're just like, I can't take one more thing. How can you integrate it into daily work in some way to with small little bits help with it? 'Cause the one thing I would stay just thinking about just my own career and how I could incorporate it into the work I do, have just about zero free time. I'm running negative hours if I could just like sleep less or something, but I'm personally really interested, but it's like soul crushing to have to go to a conference for many days and then pay for it on the back-end with trying to dig out of all the stuff I'm supposed to do. Then frankly, I just never can protect a whole day anyway. Even when I go to like SHM, I don't actually walk away from work. I'm still working and I go network and I don't attend any meetings whatsoever. That's my life. I think we have a decent number of people in that same situation. It's a number of mid-career people who have other things that's just really hard. Then on the flip side, our younger people are so highly clinical. It's like, how do you work in yet another thing? I think that's the tricky part of it. I don't know that there's a negative downside to implementing ultrasound. The ultrasound machines are increasingly pretty cheap. It's just getting the skillset. Then I think the quality control part of it, is the other big beast to ensure that it's like a okay and if we're doing a good job, so it's just like, I think that infrastructure can be challenging, but hopefully not insurmountable, I guess.",G1
"Great. Besides the folks that we've already talked about, what other disciplines, like, who else are we collaborating with or who else are the stakeholders besides the learners, the education folks, the hospital, who else are we collaborating with in this? An important—","Specifically, or people to think about—",G1
Yeah. People to think about in terms of getting their perspective and their input on what we're doing.,"Yeah. The only thing that I find really interesting about ultrasound is it feels sometimes there's a lot of territorialness. I think in thinking about that, like who are our partners that we don't want to have territorialness with? Radiology, like the cardiologists, anybody who does that kind of thing, even across our own sites, thinking about how if we want everybody to share in this, then we should be arms wide open. How do we all participate? Not also at the same time either take business or have this sense of loss or whatever. I think that's the delicate balance here that I find just really interesting.",G1
"I think we're in a time—my personal sense is we're in a time and place where I'm not feeling a lot of territorialness with my subspecialty colleagues and in fact, for instance, radiology has been incredibly supportive of this work and actually encouraged it to an extent or some of them have. I'm wondering if you have experience maybe at DH or here. 'Cause I really haven't yet?","Yeah. I would say just thinking about a few of the meetings, we've just had where I'm like, you can feel it a little bit. My hope is that radiology is not gonna feel like somebody is taking you something or that the collective educational efforts are shared. I just—",G1
"Yeah. It's subtle. I know, definitely. I guess I'm so used to resistance to that level, I'm like, ""Oh, they'll be okay with that."" It's not like a hard stop, but yeah, you're right. [Laughter]","Defiantly not a hard stop, but you can feel the tension. It's just something I've noticed.",G1
"Yeah. Yeah, but nothing like where you're seeing big boundaries being raised per se, just kind of disease with it.",I just think people are very sensitive to it.,G1
"Yeah. Yeah. Okay. That makes sense. I get that. I'm trying to think. I guess, what would you like to see as a program director, what would you like to see for our division and with POCUS locally, nationally in the next 10 years. What ideally would you like us to accomplish, and then what do you think we can do? I guess.","Well, I've no doubt that whatever we decide we wanna do, we can do. It's not the ability part. Well, you personally—I love that we built that SHM conference and obviously once we can start doing that again. I'm sure that will come back. I think that's great for a large immersive experience. I think the other thing to think about is the people who feel that they have no bandwidth for whatever reason. How do we infuse that ultrasound, where it's constantly at the back of your mind, constantly part of our culture? One guy just like these little small nuggets of educational sessions. Just like even an hour or less where you can say, ""Hey, if you're on service, come we're gonna go scan people."" Maybe it's like a handful of your crew where you just literally take people and everybody grabs an ultrasound, so you can get familiar with it if you're not. Take away that barrier, where do you find ultrasounds? We're just gonna go scan it. We're gonna do real-time learning and discussion. I think those little small little tidbits, constantly throughout the year, well, can it elevate that culture of like, ""Hey ultrasound is what we do as a division."" I think that would be incredibly powerful. I think thinking about then what's an easy path to getting certified and easy being low barrier obviously you wanna have a standard, but how do you make it really accessible? How does every single person, if you walked up to any division member, would be like, ""If I wanted to do this, I know how to go about doing it."" Then I think the other thing, you had alluded to this that could have been just an email. How do we incentivize people? I think if you lower the barriers to learning, I think I've never been a big believer, like I read the end-pink and stuff like that. I think you have to be very careful with incentives. There are some incentives that already exist. You can use this for clinical excellence, for promotion that already exists. That's really easy to do. The scholarship, incentives that the department of medicine built. You can build that into the clinical excellence piece where you could argue really easily. Like Lee and I [laughter 25:21] like, look at those documents so and we're not gonna fight it. That can count towards that incentive that should come back hopefully this year depending on what happens with COVID. I think there's small incentives that people may just not even be aware of to be what I would personally gain is like, I can maybe be a little bit more efficient clinically. I could worry less probably the biggest thing, actually. I think at some point all the younger folks actually are gonna have the skillset and when you're on teaching, they're gonna be like, ""You don't know how to do ultrasound.""",G1
